Matt,Melone,94702,mmelone12@yahoo.com,f52!@dds@,f52!@dds@,Male,1,0,1,0,0,0,0,avatars/male_avatar3.png,0,PLUS
Ashley,Vander,35203,1gogoball@yahoo.com,f52!@dds1,f52!@dds1,Female,1,0,1,0,1,0,0,avatars/female_avatar1.png,0,NULL
Jennifer,Vander,35813,2gogoball@yahoo.com,f52!@dds2,f52!@dds2,Female,1,0,1,0,1,0,0,avatars/female_avatar2.png,0,Subscriber
Amanda,Vander,36601,3gogoball@yahoo.com,f52!@dds3,f52!@dds3,Female,1,0,1,0,1,0,0,avatars/female_avatar3.png,0,NULL
Sarah,Vander,36119,4gogoball@yahoo.com,f52!@dds4,f52!@dds4,Female,1,0,1,0,1,0,0,avatars/female_avatar4.png,0,Subscriber
Stephanie,Vander,85225,5gogoball@yahoo.com,f52!@dds5,f52!@dds5,Female,1,0,1,0,1,0,0,avatars/female_avatar5.png,0,NULL
Nicole,Vander,85302,6gogoball@yahoo.com,f52!@dds6,f52!@dds6,Female,1,0,1,0,1,0,0,avatars/female_avatar6.png,0,PLUS
Heather,Vander,85201,7gogoball@yahoo.com,f52!@dds7,f52!@dds7,Female,1,0,1,0,1,0,0,avatars/female_avatar7.png,0,NULL
Elizabeth,Vander,85381,8gogoball@yahoo.com,f52!@dds8,f52!@dds8,Female,1,0,1,0,1,0,0,avatars/female_avatar8.png,0,Subscriber
Megan,Vander,85026,9gogoball@yahoo.com,f52!@dds9,f52!@dds9,Female,1,0,1,0,1,0,0,avatars/female_avatar1.png,0,NULL
Melissa,Vander,85251,10gogoball@yahoo.com,f52!@dds10,f52!@dds10,Female,1,0,1,0,1,0,0,avatars/female_avatar2.png,0,PLUS
Christina,Vander,85282,11gogoball@yahoo.com,f52!@dds11,f52!@dds11,Female,1,0,1,0,1,0,0,avatars/female_avatar3.png,0,NULL
Rachel,Vander,85726,12gogoball@yahoo.com,f52!@dds12,f52!@dds12,Female,1,0,1,0,1,0,0,avatars/female_avatar4.png,0,NULL
Laura,Vander,72202,13gogoball@yahoo.com,f52!@dds13,f52!@dds13,Female,1,0,1,0,1,0,0,avatars/female_avatar5.png,0,NULL
Lauren,Vander,92803,14gogoball@yahoo.com,f52!@dds14,f52!@dds14,Female,1,0,1,0,1,0,0,avatars/female_avatar6.png,0,NULL
Amber,Vander,93380,15gogoball@yahoo.com,f52!@dds15,f52!@dds15,Female,1,0,1,0,1,0,0,avatars/female_avatar7.png,0,NULL
Brittany,Vander,91505,16gogoball@yahoo.com,f52!@dds16,f52!@dds16,Female,1,0,1,0,1,0,0,avatars/female_avatar8.png,0,NULL
Danielle,Vander,91910,17gogoball@yahoo.com,f52!@dds17,f52!@dds17,Female,1,0,1,0,1,0,0,avatars/female_avatar1.png,0,NULL
Kimberly,Vander,94520,18gogoball@yahoo.com,f52!@dds18,f52!@dds18,Female,1,0,1,0,1,0,0,avatars/female_avatar2.png,0,NULL
Amy,Vander,91718,19gogoball@yahoo.com,f52!@dds19,f52!@dds19,Female,1,0,1,0,1,0,0,avatars/female_avatar3.png,0,NULL
Crystal,Vander,92628,20gogoball@yahoo.com,f52!@dds20,f52!@dds20,Female,1,0,1,0,1,0,0,avatars/female_avatar4.png,0,NULL
Michelle,Vander,94015,21gogoball@yahoo.com,f52!@dds21,f52!@dds21,Female,1,0,1,0,1,0,0,avatars/female_avatar5.png,0,NULL
Tiffany,Vander,90241,22gogoball@yahoo.com,f52!@dds22,f52!@dds22,Female,1,0,1,0,1,0,0,avatars/female_avatar6.png,0,NULL
Emily,Vander,91734,23gogoball@yahoo.com,f52!@dds23,f52!@dds23,Female,1,0,1,0,1,0,0,avatars/female_avatar7.png,0,NULL
Rebecca,Vander,95624,24gogoball@yahoo.com,f52!@dds24,f52!@dds24,Female,1,0,1,0,1,0,0,avatars/female_avatar8.png,0,NULL
Erin,Vander,92025,25gogoball@yahoo.com,f52!@dds25,f52!@dds25,Female,1,0,1,0,1,0,0,avatars/female_avatar1.png,0,NULL
Jamie,Vander,94533,26gogoball@yahoo.com,f52!@dds26,f52!@dds26,Female,1,0,1,0,1,0,0,avatars/female_avatar2.png,0,NULL
Kelly,Vander,92335,27gogoball@yahoo.com,f52!@dds27,f52!@dds27,Female,1,0,1,0,1,0,0,avatars/female_avatar3.png,0,NULL
Samantha,Vander,94537,28gogoball@yahoo.com,f52!@dds28,f52!@dds28,Female,1,0,1,0,1,0,0,avatars/female_avatar4.png,0,NULL
Sara,Vander,93706,29gogoball@yahoo.com,f52!@dds29,f52!@dds29,Female,1,0,1,0,1,0,0,avatars/female_avatar5.png,0,NULL
Angela,Vander,92834,30gogoball@yahoo.com,f52!@dds30,f52!@dds30,Female,1,0,1,0,1,0,0,avatars/female_avatar6.png,0,NULL
Katherine,Vander,92842,31gogoball@yahoo.com,f52!@dds31,f52!@dds31,Female,1,0,1,0,1,0,0,avatars/female_avatar7.png,0,NULL
Andrea,Vander,91205,32gogoball@yahoo.com,f52!@dds32,f52!@dds32,Female,1,0,1,0,1,0,0,avatars/female_avatar8.png,0,NULL
Erica,Vander,94544,33gogoball@yahoo.com,f52!@dds33,f52!@dds33,Female,1,0,1,0,1,0,0,avatars/female_avatar1.png,0,NULL
Mary,Vander,92647,34gogoball@yahoo.com,f52!@dds34,f52!@dds34,Female,1,0,1,0,1,0,0,avatars/female_avatar2.png,0,NULL
Lisa,Vander,90301,35gogoball@yahoo.com,f52!@dds35,f52!@dds35,Female,1,0,1,0,1,0,0,avatars/female_avatar3.png,0,NULL
Lindsey,Vander,92619,36gogoball@yahoo.com,f52!@dds36,f52!@dds36,Female,1,0,1,0,1,0,0,avatars/female_avatar4.png,0,NULL
Kristen,Vander,93534,37gogoball@yahoo.com,f52!@dds37,f52!@dds37,Female,1,0,1,0,1,0,0,avatars/female_avatar5.png,0,NULL
Katie,Vander,90802,38gogoball@yahoo.com,f52!@dds38,f52!@dds38,Female,1,0,1,0,1,0,0,avatars/female_avatar6.png,0,NULL
Lindsay,Vander,90052,39gogoball@yahoo.com,f52!@dds39,f52!@dds39,Female,1,0,1,0,1,0,0,avatars/female_avatar7.png,0,NULL
Shannon,Vander,95350,40gogoball@yahoo.com,f52!@dds40,f52!@dds40,Female,1,0,1,0,1,0,0,avatars/female_avatar8.png,0,NULL
Vanessa,Vander,92553,41gogoball@yahoo.com,f52!@dds41,f52!@dds41,Female,1,0,1,0,1,0,0,avatars/female_avatar1.png,0,NULL
Courtney,Vander,90650,42gogoball@yahoo.com,f52!@dds42,f52!@dds42,Female,1,0,1,0,1,0,0,avatars/female_avatar2.png,0,NULL
Christine,Vander,94612,43gogoball@yahoo.com,f52!@dds43,f52!@dds43,Female,1,0,1,0,1,0,0,avatars/female_avatar3.png,0,NULL
